OrderID,CustomerID,StoreID,PromotionID,OrderDateKey,OrderChannel,OrderStatus,TotalAmount
312,3997,72,25,20261215,Online,Completed,60161.7
313,4554,58,102,20250129,Marketplace,Completed,56155.09
314,3584,48,41,20250605,Marketplace,Completed,48724.44
315,4101,5,150,20230704,Online,Completed,32068.89
316,3485,61,87,20240211,Online,Pending,73490.85
317,1740,70,48,20251129,Online,Completed,14231.14
318,1275,51,138,20250711,Online,Completed,48907.62
319,1752,75,111,20240908,Online,Cancelled,65032.39
320,4430,70,3,20250710,Online,Completed,34039.3
321,1213,72,53,20260520,Online,Completed,71535.98
322,4329,52,93,20260209,Online,Completed,53672.66
323,4919,13,110,20260403,Online,Completed,61469.02
324,1024,67,142,20240206,Offline,Completed,6682.49
325,1868,71,86,20260318,Online,Completed,45440.3
326,2864,46,103,20240420,Offline,Completed,6459.55
327,1284,17,28,20260206,Offline,Completed,19833.41
328,4841,3,110,20260611,Offline,Completed,50705.62
329,2508,58,133,20230405,Marketplace,Completed,3457.86
330,1104,49,20,20261108,Marketplace,Completed,31495.3
331,2202,64,27,20240526,Offline,Completed,65344.32
332,2961,9,86,20260731,Online,Completed,34211.98
333,1277,30,142,20230225,Offline,Completed,34326.24
334,4134,24,146,20260227,Marketplace,Completed,1111.5
335,2751,59,139,20260917,Online,Completed,69349.63
336,1115,43,13,20240721,Online,Completed,44945.28
337,2463,48,69,20230925,Offline,Cancelled,73990.13
338,1234,34,108,20240711,Offline,Completed,28480.02
339,4340,27,21,20261007,Marketplace,Completed,18994.02
340,285,60,107,20240523,Marketplace,Completed,23272.13
341,1762,49,12,20231223,Online,Cancelled,63415.81
342,3315,75,114,20230614,Offline,Cancelled,20790.04
343,4539,49,130,20260307,Marketplace,Cancelled,58965.86
344,1190,44,141,20250301,Marketplace,Completed,61480.04
345,1086,45,94,20230127,Online,Cancelled,4415.96
346,588,71,43,20260503,Online,Completed,29227.09
347,84,20,102,20251026,Offline,Completed,567.64
348,251,40,10,20260620,Online,Completed,23426.63
349,4684,10,77,20241129,Offline,Completed,21329.99
350,3499,40,52,20250710,Online,Completed,66172.74
351,1531,46,109,20240430,Offline,Completed,49532.72
352,2360,70,128,20231208,Marketplace,Completed,52056.62
353,2266,41,124,20230506,Marketplace,Completed,67213.25
354,15,8,26,20240721,Offline,Completed,49681.29
355,2118,24,141,20261115,Offline,Completed,69296.67
356,342,49,131,20231219,Online,Completed,59807.28
357,3534,66,18,20260101,Marketplace,Completed,36009.09
358,1387,55,76,20251128,Online,Completed,1322.71
359,1118,10,57,20260821,Marketplace,Cancelled,12027.44
360,725,64,109,20240913,Offline,Pending,31668.61
361,4854,73,122,20261018,Offline,Completed,14111.49
362,2190,13,145,20250428,Offline,Completed,59584.5
363,3942,47,127,20260520,Online,Completed,61206.59
364,1658,47,24,20240319,Online,Completed,43700.43
365,3903,73,50,20251219,Online,Cancelled,67287.27
366,4769,70,14,20240609,Online,Completed,6751.98
367,4001,66,82,20260922,Offline,Completed,65473.31
368,2342,22,21,20240321,Marketplace,Completed,62320.73
369,90,22,110,20251104,Online,Completed,48607.85
370,1585,60,30,20240713,Marketplace,Completed,16830.32
371,3324,75,84,20250129,Online,Completed,68680.45
372,1099,72,41,20250112,Online,Pending,45094.13
373,2274,41,42,20240727,Marketplace,Completed,42060.26
374,1339,74,120,20240608,Marketplace,Completed,50331.95
375,146,19,10,20230530,Marketplace,Completed,20061.44
376,2547,15,51,20241207,Online,Completed,17396.28
377,4264,67,71,20230509,Marketplace,Completed,47234.75
378,228,76,147,20260107,Offline,Pending,44212.51
379,2659,58,120,20240403,Marketplace,Cancelled,39582.87
380,4409,42,133,20241006,Offline,Completed,11275.84
381,291,74,137,20241110,Online,Completed,25285.56
382,100,20,148,20250511,Marketplace,Completed,29779.84
383,3839,51,24,20250205,Marketplace,Completed,15964.53
384,4419,7,60,20240826,Marketplace,Completed,64440.05
385,3246,20,75,20230709,Offline,Pending,19733.12
386,2961,23,80,20230920,Marketplace,Completed,29599.43
387,221,9,8,20230814,Marketplace,Pending,20991.96
388,2442,33,127,20231004,Marketplace,Completed,69453.31
389,4196,16,129,20251111,Marketplace,Pending,72236.9
390,4977,5,30,20251018,Offline,Completed,66128.24
391,705,56,50,20240607,Marketplace,Pending,29598.41
392,4123,38,130,20240326,Offline,Completed,74452.72
393,3718,49,41,20240727,Offline,Completed,37263.73
394,1825,25,78,20230529,Online,Completed,9758.87
395,2573,18,73,20230626,Offline,Cancelled,12166.7
396,3185,36,12,20260807,Online,Completed,36966.76
397,2667,33,109,20250625,Online,Completed,73959.2
398,538,21,17,20261218,Online,Pending,11210.47
399,4077,16,131,20250627,Offline,Cancelled,3644.11
400,2059,2,115,20260807,Marketplace,Completed,54647.33
401,754,76,141,20240702,Marketplace,Completed,46529.34
402,401,14,49,20230830,Online,Completed,35986.61
403,3762,11,117,20240404,Marketplace,Completed,37018.64
404,4713,66,19,20240223,Online,Pending,44853.18
405,4447,20,91,20240616,Marketplace,Pending,68982.99
406,18,10,22,20230303,Offline,Cancelled,33561.82
407,1985,71,145,20230802,Offline,Pending,35225.66
408,1616,66,115,20230516,Offline,Completed,24050.38
409,4082,3,40,20241224,Offline,Cancelled,59888.89
410,520,69,143,20241129,Online,Completed,26365.4
411,3354,74,17,20261018,Online,Completed,9622.8
412,2985,32,127,20260827,Marketplace,Completed,13675.33
413,2006,73,3,20231221,Marketplace,Completed,7443.69
414,1267,39,80,20240411,Online,Completed,56019.45
415,3776,25,68,20251203,Online,Completed,64682.84
416,4610,34,126,20230627,Offline,Cancelled,42951.96
417,2358,5,48,20250210,Marketplace,Completed,55134.95
418,443,80,101,20250814,Offline,Pending,6794.83
419,123,53,37,20250721,Online,Completed,27079.95
420,866,67,119,20230413,Marketplace,Completed,61192.32
421,4875,14,57,20230825,Marketplace,Completed,52445.92
422,1567,19,24,20250220,Offline,Completed,68735.63
423,3867,55,148,20240927,Online,Completed,30034.99
424,1358,40,63,20250226,Marketplace,Completed,73852.23
425,1599,74,11,20230325,Online,Completed,54144.5
426,4113,33,52,20260805,Marketplace,Completed,48923.02
427,783,49,52,20261220,Offline,Completed,5156.85
428,3924,75,14,20230906,Marketplace,Completed,29537.95
429,1370,47,150,20260303,Offline,Completed,5741.54
430,1325,50,111,20250425,Marketplace,Completed,26781.16
431,3019,68,125,20250228,Online,Completed,21068.61
432,3700,36,2,20230715,Online,Completed,54046.92
433,4058,41,77,20230305,Online,Completed,50526.69
434,911,16,79,20240522,Marketplace,Completed,47107.57
435,3719,10,9,20261130,Online,Completed,26328.76
436,1288,54,140,20250329,Online,Completed,57442.58
437,3943,22,131,20240925,Online,Completed,65266.21
438,954,43,60,20261123,Offline,Completed,23330.75
439,2306,1,36,20240417,Marketplace,Completed,37335.39
440,1099,32,79,20240907,Offline,Completed,10606.35
441,2911,75,106,20260104,Online,Completed,3502.72
442,513,2,46,20260604,Offline,Pending,36451.23
443,4591,5,31,20250201,Marketplace,Completed,11217.55
444,1707,64,67,20250518,Offline,Completed,48769.88
445,2562,26,6,20230418,Online,Completed,67290.85
446,1019,26,106,20241111,Marketplace,Completed,44118.15
447,2619,51,17,20231017,Online,Cancelled,52318.92
448,2866,11,25,20230408,Offline,Cancelled,55766.33
449,1804,3,9,20240515,Offline,Completed,73246.95
450,1509,16,87,20231216,Marketplace,Cancelled,55877.04
451,3416,25,141,20240714,Online,Completed,32319.68
452,3507,65,134,20241205,Offline,Completed,66871.34
453,4235,57,45,20241103,Marketplace,Completed,44906.79
454,2587,61,80,20240730,Online,Completed,11675.21
455,4402,80,143,20260403,Online,Cancelled,72841.08
456,1936,18,51,20260630,Online,Completed,332.16
457,646,2,88,20261209,Marketplace,Completed,41739.08
458,4964,69,90,20260825,Marketplace,Completed,54181.69
459,3266,70,91,20260209,Online,Completed,35174.64
460,462,44,136,20261204,Offline,Cancelled,9907.77
461,1751,63,71,20260708,Online,Completed,27818.25
462,2595,45,150,20251225,Online,Completed,8353.85
463,1264,66,111,20251101,Marketplace,Completed,5795.95
464,1602,5,94,20260822,Marketplace,Completed,38259.68
465,483,57,114,20260520,Offline,Completed,38477.18
466,3782,65,40,20230831,Online,Completed,1650.71
467,267,37,63,20230605,Marketplace,Completed,60379.64
468,4153,6,92,20241005,Marketplace,Completed,40660.9
469,4752,28,23,20230524,Offline,Completed,1373.68
470,225,76,5,20260407,Marketplace,Completed,46749.29
471,3265,11,67,20260602,Marketplace,Completed,56163.96
472,913,12,59,20260920,Online,Pending,71577.87
473,2426,17,73,20260316,Online,Completed,63806.03
474,1692,45,98,20230109,Offline,Cancelled,24437.23
475,702,14,104,20240206,Marketplace,Completed,74477.49
476,3563,42,146,20241026,Offline,Cancelled,73617.57
477,3941,6,149,20260614,Marketplace,Completed,21071.36
478,2487,9,23,20240417,Marketplace,Pending,18938.71
479,666,51,45,20241103,Offline,Completed,20016.86
480,2544,69,122,20260304,Offline,Completed,37959.99
481,2833,75,130,20240907,Online,Completed,64408.34
482,842,18,91,20231121,Marketplace,Pending,72902.91
483,1861,77,14,20260114,Online,Completed,15610.82
484,904,44,98,20230104,Online,Completed,27931.96
485,762,65,149,20260113,Online,Completed,52769.83
486,1283,10,55,20241018,Online,Completed,41617.15
487,1230,24,84,20250805,Offline,Completed,35513.52
488,318,64,16,20241101,Online,Cancelled,47218.15
489,4407,78,59,20240515,Online,Completed,56915.31
490,1900,71,43,20230315,Offline,Pending,14041.49
491,3284,21,20,20230610,Offline,Completed,15535.56
492,3955,15,136,20230616,Offline,Completed,58083.32
493,3729,51,54,20251017,Offline,Completed,10252.58
494,4618,29,84,20230522,Offline,Completed,67733.57
495,1646,4,42,20241211,Marketplace,Cancelled,69080.06
496,4361,37,83,20260826,Online,Completed,54912.42
497,2871,5,59,20250115,Offline,Completed,74296.65
498,4842,41,54,20230307,Online,Completed,10023.91
499,387,19,77,20231201,Offline,Completed,71860.1
500,2405,33,128,20280115,Offline,Completed,71008.99
501,324,18,38,20280115,Online,Completed,28458.55
502,1736,59,119,20240513,Offline,Cancelled,38136.68
503,3426,43,84,20230723,Marketplace,Completed,52488.27
504,617,27,122,20230827,Online,Completed,31471.49
505,2867,20,138,20250408,Offline,Completed,21019.93
506,141,26,35,20230830,Offline,Completed,50764.76
507,3272,1,61,20240130,Marketplace,Completed,43444.99
508,1572,60,19,20230708,Marketplace,Completed,9274.13
509,3694,20,116,20251228,Marketplace,Completed,27420.46
510,2817,22,52,20261006,Online,Pending,61008.97
511,3284,9,63,20241129,Online,Completed,38319.94
512,3940,79,141,20240511,Offline,Completed,32839.55
513,2514,63,26,20261123,Offline,Completed,68588.52
514,1146,67,108,20230719,Offline,Cancelled,65790.88
515,508,55,136,20230324,Online,Completed,47630.98
516,1447,66,9,20260124,Online,Completed,28853.26
517,3430,7,145,20260802,Offline,Completed,45581.22
518,1698,12,97,20260216,Offline,Completed,13170.57
519,4505,31,44,20241021,Offline,Completed,41074.39
520,4044,3,143,20260506,Marketplace,Completed,62550.98
521,307,30,116,20250425,Offline,Completed,55650.7
522,3255,75,20,20240812,Online,Completed,60286.18
523,1580,70,122,20240929,Online,Completed,36822.39
524,4347,29,96,20230531,Marketplace,Completed,42271.3
525,3006,52,1,20260328,Online,Completed,41392.39
526,901,25,148,20260323,Online,Cancelled,72690.68
527,4323,69,8,20230524,Online,Completed,60140.76
528,1147,58,60,20230422,Marketplace,Completed,32879.4
