CampaignID,PromotionID,Channel,Cost,Impressions,Clicks,Conversions
112,140,Google Ads,15923.89,289181,7640,2953
113,145,Affiliate,115584.81,186084,5037,1089
114,98,Email,238921.18,169547,21774,4580
115,102,Email,10750.94,457756,16248,2891
116,87,Email,48818.41,99889,21983,4669
117,102,YouTube,166408.5,265234,22442,3971
118,75,Email,172534.74,289181,24471,2073
119,41,SMS,126198.92,371544,12589,449
120,43,Google Ads,19318.98,392445,1506,994
121,8,YouTube,168449.36,327214,20446,2817
122,111,Facebook,239435.79,474876,2397,2389
123,80,Google Ads,22868.68,416633,5674,2094
124,5,Affiliate,87671.81,355735,4917,2277
125,61,Affiliate,203352.13,263019,5954,1152
126,109,Affiliate,193662.68,246591,10866,22
127,128,Google Ads,12735.39,385521,5061,3955
128,112,Google Ads,56897.24,131047,16726,4528
129,80,Instagram,44767.57,238118,1427,89
130,131,Affiliate,35075.77,18754,21055,3826
131,138,Google Ads,210447.38,270351,777,420
132,140,Affiliate,227453.96,104271,1308,1138
133,35,Email,208425.24,308134,3539,585
134,71,Email,27758.09,400434,1104,916
135,22,Google Ads,22888.6,473162,2973,2167
136,115,Email,103102.07,63625,23468,27
137,16,Google Ads,123202.42,308709,16590,2490
138,69,Google Ads,200848.51,234539,17630,1891
139,28,Google Ads,11983.43,281860,11784,4987
140,108,Instagram,123503.92,442192,1264,613
141,2,Google Ads,39481.42,318355,24304,3554
142,108,Email,28793.66,33827,3313,1947
143,45,Instagram,87669.8,206329,20129,2602
144,120,Facebook,36938.93,450571,14661,2723
145,18,SMS,132317.34,265477,11853,1079
146,68,Instagram,218108.46,401837,8013,1076
147,125,Affiliate,123129.47,325629,6333,3081
148,118,SMS,55309.67,492163,19662,784
149,117,Affiliate,185392.39,297482,13269,4761
150,139,Email,79260.47,381587,5373,3843
151,70,Affiliate,187645.68,255551,9239,2934
152,79,SMS,94265.72,339695,23805,678
153,56,SMS,138038.23,470254,7798,4728
154,142,Affiliate,155852.37,7643,989,148
155,54,Facebook,44978.16,203272,18872,3935
156,74,Facebook,191130.55,164005,10850,2354
157,124,Instagram,238906.03,493207,5477,1494
158,18,YouTube,221766.38,219465,2909,1173
159,100,Affiliate,241329.46,134967,9039,967
160,79,SMS,102416.57,429310,19593,415
161,41,Facebook,246077.42,100101,6065,4876
162,18,Google Ads,24759.21,307940,6846,2006
163,137,Email,55008.88,176052,20478,2252
164,18,Facebook,137257.65,463991,11982,4459
165,3,Affiliate,101504.0,444658,19068,1237
166,109,Instagram,76313.86,25910,17358,2964
167,115,SMS,126267.85,94987,14638,333
168,63,Google Ads,47563.16,440552,24774,1103
169,5,Instagram,65037.34,428559,12843,3810
170,33,SMS,179663.89,337555,24913,3771
171,85,Email,101565.54,283021,17574,4880
172,1,Google Ads,127702.33,80994,3374,1040
173,118,SMS,91855.28,482827,19657,1120
174,126,Email,113510.1,154851,16951,405
175,51,Affiliate,228127.62,428552,20289,2462
176,34,SMS,210614.16,457411,23378,3557
177,11,Google Ads,35182.58,320663,24739,690
178,140,Facebook,236233.03,355776,12791,2364
179,148,Facebook,77964.29,204138,23693,4858
180,15,Google Ads,213780.83,321652,20151,1594
181,88,SMS,127373.38,93475,15554,2232
182,22,Email,174347.6,239240,2351,1937
183,146,Facebook,69295.32,213363,1914,399
184,55,Google Ads,166078.0,152741,8276,1848
185,78,Google Ads,73972.77,210027,15628,4558
186,145,Affiliate,236873.75,451354,17327,114
187,102,Instagram,245663.08,177239,17007,3937
188,43,Google Ads,114796.97,96102,12959,460
189,52,Instagram,30815.7,234442,14815,4500
190,142,Affiliate,12173.3,495455,24464,4378
191,33,Google Ads,126936.82,317252,14547,2321
192,149,Instagram,114346.25,178313,2478,1284
193,35,SMS,181797.87,203469,13204,4543
194,51,Facebook,128834.36,466387,21428,2852
195,19,Facebook,103975.82,293815,20477,1894
196,122,Facebook,39807.38,135375,17077,3763
197,149,SMS,143806.95,366694,6123,2907
198,131,Affiliate,210292.46,119612,8284,4208
199,75,Email,40358.82,347656,8001,3362
200,139,YouTube,158561.66,357821,4501,343
201,37,Email,63497.5,404127,10894,2229
202,148,Facebook,171546.72,375659,12417,2606
203,115,Facebook,81650.15,126148,24146,4652
204,120,Google Ads,162311.32,463007,17302,871
205,50,Google Ads,146789.44,90072,8377,4785
206,71,Google Ads,246980.61,180671,912,789
207,137,SMS,224689.76,32517,23334,2221
208,100,Google Ads,197591.63,261046,9709,2623
209,105,Google Ads,122537.05,115920,4711,3314
210,41,YouTube,160186.14,105992,20006,2257
211,116,SMS,79723.3,94153,10773,1649
212,56,Facebook,164960.53,287559,2556,2136
213,104,Google Ads,117156.79,330822,20752,2433
214,52,Facebook,104996.21,23150,4186,2046
215,79,Instagram,23770.39,313418,5635,4292
216,58,Email,46257.24,140057,23915,1639
217,72,Facebook,84275.03,364962,12546,311
218,20,Facebook,114078.38,301006,14607,4385
219,101,YouTube,53012.8,267311,7000,4289
220,22,YouTube,211706.12,227410,24706,3156
221,103,SMS,41851.38,280014,6520,2285
222,112,Email,21356.06,40326,802,373
223,1,Instagram,4448.28,335625,8320,830
224,91,YouTube,97341.93,240519,20181,1023
225,94,Google Ads,170130.59,224728,2384,426
226,62,Affiliate,151425.32,267228,18754,781
227,125,YouTube,223031.98,475724,4357,586
228,117,YouTube,46006.41,95221,20761,1323
229,37,Affiliate,130619.44,243716,15088,1169
230,71,Google Ads,53117.47,65341,17086,4132
231,7,Affiliate,43175.75,165184,18746,3863
232,103,Instagram,122007.5,328254,4047,820
233,47,Facebook,32027.5,491267,6544,3480
234,31,Email,17521.69,242189,23558,4644
235,79,Affiliate,95804.35,157483,4848,71
236,72,SMS,13375.37,218800,12546,2981
237,55,Google Ads,67298.27,234428,12763,2437
238,120,Affiliate,155754.77,104776,9512,4722
239,113,Google Ads,140531.53,99321,1861,24
240,19,Affiliate,226208.58,41566,15532,3072
241,25,Facebook,4469.16,128387,13526,3851
242,119,Google Ads,76553.77,143243,5182,4599
243,1,SMS,172107.56,143248,3291,1312
244,77,SMS,205134.9,284732,3549,923
245,63,SMS,135753.31,265455,3470,578
246,115,Instagram,36305.96,267198,22955,1292
247,48,SMS,233303.8,209639,2601,777
248,3,Instagram,163850.32,395344,5620,395
249,68,Email,19852.71,320796,9616,2395
250,75,YouTube,189010.79,72166,6331,483
251,62,Instagram,51575.56,281240,20762,3558
252,139,YouTube,225828.27,299220,11312,3372
253,141,Google Ads,243050.76,125945,3362,562
254,56,YouTube,137347.21,133090,4923,1541
255,102,SMS,242290.95,322064,6955,1725
256,132,Facebook,152199.49,497130,23815,309
257,119,Instagram,31767.09,152116,21341,1197
258,1,YouTube,166979.68,188780,14690,2134
259,58,Email,104485.28,5048,5342,592
260,105,Email,62074.62,48392,24868,4845
261,25,YouTube,29457.12,338312,12023,4586
262,24,Facebook,11453.87,42617,5055,4391
263,78,YouTube,216964.77,360626,9080,4819
264,108,Facebook,18426.36,348958,4820,1531
265,51,Affiliate,177782.06,188939,2129,205
266,1,YouTube,79300.93,207499,18121,1137
267,14,Facebook,109834.09,23155,1100,1039
268,62,Google Ads,13574.7,24197,18778,3292
269,66,Google Ads,108844.63,219152,7978,3562
270,101,YouTube,112890.32,109376,7058,3524
271,29,Google Ads,29652.64,451721,1454,1257
272,124,Google Ads,84524.23,294813,11878,2657
273,107,Email,64968.32,435169,21805,2134
274,66,Facebook,103625.96,134501,5863,1357
275,119,Instagram,76822.11,203234,17023,3835
276,39,YouTube,41837.76,269307,16346,3270
277,47,Affiliate,95182.46,46811,21217,554
278,144,SMS,104941.72,313446,10204,3526
279,27,Google Ads,84054.44,469147,593,475
280,21,Instagram,87245.37,157465,3996,1292
281,17,Facebook,76910.45,129562,13005,995
282,113,YouTube,213644.49,49566,6440,4444
283,23,Facebook,162232.87,481640,4333,3981
284,70,Affiliate,59979.32,345932,8261,1702
285,76,Instagram,77455.31,318656,17809,2929
286,15,Instagram,19047.33,179558,22827,4006
287,56,Facebook,143909.18,274725,4990,3077
288,16,Email,40439.32,377398,13911,4801
289,37,Affiliate,214744.26,213090,23373,1452
290,4,YouTube,38974.31,15599,19793,3283
291,92,Google Ads,66182.2,206417,22926,1761
292,12,YouTube,207274.4,496454,16888,2386
293,102,Affiliate,55010.47,474948,534,375
294,77,Facebook,186814.62,276933,21702,664
295,124,Facebook,10791.28,55085,24903,3853
296,88,Email,166646.08,481507,9452,1790
297,9,Instagram,25591.76,132020,22719,3785
298,11,YouTube,183433.51,309521,15660,1076
299,3,Email,181654.46,113961,9880,1562
300,92,SMS,238110.56,16132,14436,4727
301,137,Instagram,69986.23,392972,16911,4386
302,124,SMS,123285.86,66927,24090,3301
303,38,Affiliate,201882.58,133138,15879,3421
304,26,YouTube,9464.46,118335,21750,2974
305,2,SMS,15466.63,109168,14875,691
306,19,SMS,165723.84,388648,17110,4218
307,8,Google Ads,140203.77,171690,24823,2499
308,67,YouTube,154216.43,242895,5097,189
309,27,Facebook,224225.22,95109,8961,2164
310,23,SMS,87224.39,423584,456,285
311,7,Instagram,102823.57,329081,20122,4915
312,101,Instagram,87344.55,89407,4663,3439
313,29,Facebook,200158.18,184041,1572,463
314,38,YouTube,151861.3,98988,19376,3381
315,88,Facebook,48688.78,440711,10740,2504
316,56,Facebook,179878.41,198593,4088,1940
317,61,Facebook,84823.05,130605,23548,1385
318,2,Instagram,176262.94,276225,23854,3063
319,137,Email,16639.59,418427,17600,843
320,2,Google Ads,207868.21,498504,22742,2055
321,85,Google Ads,58796.24,137744,21843,4060
322,50,Google Ads,216761.33,425861,8230,219
323,29,YouTube,185412.47,244598,1920,460
324,10,Google Ads,12316.58,114323,1976,526
325,95,Facebook,81572.58,238889,20887,4627
326,129,Email,20583.67,371994,5340,2775
327,94,Affiliate,156575.06,304708,376,212
328,54,YouTube,63512.84,244231,20929,2346
329,97,Facebook,143780.56,491841,4287,1163
330,97,Affiliate,29733.03,188986,8586,2107
331,103,Email,43336.0,108589,18246,2429
332,20,SMS,67244.56,338628,11787,2188
333,130,YouTube,189397.05,186041,22708,530
334,89,Affiliate,234139.61,306622,20587,767
335,42,Facebook,139336.94,215350,5137,2425
336,96,Instagram,239328.3,445087,2038,1820
337,43,SMS,60418.51,297020,5687,1826
338,87,Instagram,35261.68,260567,24970,3689
339,127,YouTube,110827.03,220014,7229,278
340,11,YouTube,221886.97,344666,4686,3116
341,111,Facebook,137245.7,361517,15010,792
342,69,Facebook,189242.65,407998,2401,1261
343,46,Facebook,51722.41,322241,20733,371
344,97,SMS,5790.82,219739,12943,4709
345,139,YouTube,202035.08,421010,24340,4187
346,125,SMS,216260.18,292867,15661,354
347,97,SMS,63467.71,464578,22105,1225
348,36,Instagram,124453.21,453053,15716,967
349,137,Instagram,25951.4,276952,22335,4173
350,47,Email,34863.98,212309,8280,1675
351,88,SMS,55508.02,34485,450,76
352,62,Instagram,63365.21,382736,1220,816
353,54,Email,199754.31,354544,10952,2769
354,140,Email,19979.81,410127,9672,772
355,33,Instagram,27380.08,105465,3681,3271
356,95,YouTube,231196.13,151229,23679,2331
357,126,Google Ads,142041.74,428169,23943,62
358,113,Affiliate,9993.73,352469,2975,2235
359,60,Affiliate,42752.92,209193,11001,793
360,76,YouTube,172378.87,486832,10024,3412
361,80,Affiliate,236891.07,167558,19213,3363
362,106,YouTube,134928.93,91536,5429,2837
363,138,Facebook,137467.84,229388,11814,4417
364,86,Instagram,125671.9,173639,2066,1495
365,64,Affiliate,42116.12,102660,13809,2331
366,59,YouTube,56617.06,261102,10523,4620
367,86,Affiliate,74616.24,375437,24581,3025
368,1,Email,205136.41,490353,9532,2708
369,131,SMS,223777.78,22426,11709,1645
370,115,YouTube,197787.07,421098,11581,1483
371,40,Email,171920.99,298365,6992,609
372,138,SMS,98752.57,247548,13698,4580
373,93,Email,144733.66,335039,2546,622
374,110,SMS,63435.03,495046,12288,1870
375,59,Instagram,196260.85,425885,816,612
376,27,Affiliate,92032.3,336762,10543,53
377,35,Facebook,59273.28,382906,21098,4235
378,97,Google Ads,179556.81,33834,17788,2669
379,150,Email,230833.6,282428,11034,4182
380,58,Email,188493.58,479323,24455,2487
381,72,Facebook,182348.32,139017,16787,4025
382,63,YouTube,192032.4,413558,24379,3918
383,98,Affiliate,126994.67,15052,11757,4802
384,66,Email,101141.02,66102,23682,4004
385,45,SMS,147782.26,484811,20387,1182
386,39,Google Ads,171550.28,111158,15882,3871
387,100,Email,45573.36,206627,14778,4348
388,18,Instagram,24093.97,283340,8760,2819
389,131,SMS,162019.4,327180,1327,50
390,86,YouTube,184685.2,341211,8904,3742
391,30,Affiliate,199142.72,456497,7071,1529
392,26,Affiliate,41336.04,175033,18737,3181
393,136,Facebook,11948.27,26321,20475,4292
394,38,Google Ads,132438.44,76426,3613,983
395,14,YouTube,69201.11,240202,7313,1000
396,140,Facebook,147087.33,68245,4581,970
397,29,Instagram,93251.37,69563,1151,280
398,77,YouTube,75107.16,325466,13270,3317
399,83,Email,95533.94,184162,15598,3976
400,5,Email,221119.95,362903,17964,3631
401,33,Instagram,142346.92,250606,19551,4164
402,111,YouTube,89129.97,129986,19131,4387
403,31,Instagram,115899.08,455432,1669,1242
404,61,Instagram,156220.67,305625,10667,4328
405,70,Facebook,49812.19,280136,1952,1057
406,123,Email,104415.83,264481,1855,1455
407,103,Instagram,28197.82,173199,15875,3569
408,6,YouTube,117921.25,228930,4453,2158
409,141,SMS,163225.21,379674,17706,4450
410,118,Instagram,217414.02,224390,4723,4031
411,140,YouTube,97914.12,216617,4270,3842
412,57,Instagram,42028.96,183181,3272,187
413,105,Affiliate,215975.18,290188,18951,307
414,44,Affiliate,84218.08,221188,3741,3127
415,38,Email,144737.96,81365,11641,1088
416,57,Affiliate,227964.31,192162,2815,2662
417,6,Instagram,204600.34,48196,4679,2510
418,53,Email,209091.68,229754,24085,2448
419,20,YouTube,127061.35,82272,21134,3177
420,38,YouTube,12003.65,278578,2570,1496
421,103,Facebook,20062.7,133076,4763,1735
422,46,Facebook,46982.4,70001,8038,4826
423,48,Affiliate,99573.67,309937,19678,1023
424,118,Email,241588.55,283742,21510,128
425,59,Google Ads,37299.9,251015,1978,1410
426,123,Email,167063.05,456019,10040,2893
427,44,Google Ads,94407.67,6444,4350,3652
428,6,Google Ads,209813.48,496486,5046,2820
429,75,YouTube,98323.21,95315,518,131
430,53,Affiliate,193446.09,273922,18378,1676
431,117,Instagram,101686.86,181622,17527,4582
432,47,Google Ads,70867.88,86157,24243,160
433,22,Email,53613.64,50273,3532,1950
434,32,YouTube,248956.64,106724,4894,3457
435,113,Facebook,102150.95,149090,24719,2742
436,25,Instagram,81156.79,294958,13346,1929
437,139,Instagram,204924.16,26460,20692,3867
438,67,Google Ads,108063.07,164776,21325,2484
439,133,SMS,52788.27,133241,562,365
440,68,Email,33596.14,171962,22136,3494
441,3,Email,167103.61,115948,15988,4301
442,49,Affiliate,13450.85,105420,22163,2603
443,112,Instagram,98866.23,119751,16253,3286
444,146,Facebook,191883.63,84583,21040,2866
445,86,SMS,110393.01,54165,21154,3487
446,39,Facebook,105304.71,346998,20501,2693
447,88,Instagram,222408.58,194294,15748,341
448,48,Instagram,192983.37,117277,8261,1343
449,101,SMS,17800.71,469513,17186,1843
450,60,YouTube,36126.44,214407,4129,1059
451,82,Instagram,157647.07,89021,15607,573
452,88,Facebook,26846.53,231635,22530,2352
453,141,Google Ads,242430.46,254867,809,306
454,3,Instagram,91064.72,492809,18767,4199
455,74,Google Ads,198736.82,128756,14870,1386
456,29,Instagram,134983.26,15823,19101,1591
457,4,SMS,28685.41,482385,3835,3422
458,77,SMS,22115.21,353525,19755,1757
459,104,Instagram,14224.8,36010,21867,3599
460,117,Facebook,172317.15,241487,23241,177
461,101,Instagram,192648.13,378535,1065,793
462,46,Facebook,111168.55,98960,14355,3840
463,117,SMS,236322.18,285198,5518,1085
464,103,SMS,27335.37,154530,5114,1853
465,12,Facebook,195387.25,109457,17898,2610
466,24,Email,166864.56,297233,18114,2840
467,134,Facebook,119756.32,98636,15394,3005
468,93,YouTube,237422.29,222052,17668,552
469,113,Affiliate,248450.32,496095,10332,235
470,35,YouTube,210586.4,246969,23628,3252
471,82,Email,104256.65,66345,13257,4538
472,43,Google Ads,54072.32,343042,20712,2401
473,53,Facebook,242315.56,362846,13513,1096
474,77,SMS,157572.07,282306,23521,497
475,28,Instagram,200950.38,326917,17750,4786
476,42,Affiliate,116874.26,112731,12892,147
477,8,Facebook,243832.13,231540,23509,776
478,62,Email,184377.64,243909,12215,1828
479,11,YouTube,188449.11,227971,22789,3214
480,88,Email,152475.03,436510,9940,1974
481,15,Instagram,55258.02,361389,5398,3834
482,54,YouTube,184742.06,99205,22152,335
483,150,Google Ads,32792.79,454625,19898,863
484,118,Google Ads,69432.99,451557,1885,1247
485,73,Google Ads,76276.65,41859,7892,2571
486,78,Google Ads,92195.85,334578,14985,1189
487,80,Affiliate,55347.93,382557,14626,1509
488,75,SMS,235877.81,43121,7976,1670
489,125,SMS,19940.47,163680,3841,2845
490,142,Instagram,49813.16,482651,15447,3453
491,130,Email,93073.49,141311,1022,656
492,116,Affiliate,14774.24,344614,11669,653
493,139,Affiliate,117062.7,318788,20375,3743
494,66,Facebook,154371.39,145049,22202,4063
495,106,YouTube,77002.94,219808,20586,3477
496,77,Instagram,12206.47,365044,22021,2063
497,127,Email,24181.85,429448,18343,2400
498,30,SMS,2201.32,130134,7986,1994
499,24,SMS,54276.58,312555,4081,3322
500,111,Google Ads,176175.49,375638,7409,1996
501,47,SMS,140602.79,444535,16080,4524
502,107,YouTube,168430.2,77252,21436,170
503,40,Instagram,213216.37,288873,18873,652
504,9,Email,65541.78,79096,10317,327
505,45,Affiliate,33182.5,397888,2504,2424
506,46,YouTube,177760.12,248435,7817,334
507,110,Google Ads,236028.17,238470,9194,1236
508,58,Email,59950.02,475330,16255,4209
509,43,YouTube,144302.61,422467,10414,3861
510,96,Email,233229.14,272108,18759,458
511,7,Instagram,228074.94,82898,20472,2540
512,46,Email,69426.42,241474,6390,302
513,92,SMS,88747.25,463589,17494,4792
514,95,SMS,247763.09,107298,2760,1826
515,96,Instagram,78259.67,33434,15640,4945
516,92,Google Ads,13438.3,29237,11813,4618
517,100,Google Ads,25235.98,458919,18282,2751
518,22,Email,171524.0,19998,9295,2762
519,108,Instagram,63964.91,129986,14789,4143
520,52,YouTube,122193.39,416769,6098,2684
521,5,Instagram,238799.02,16575,1802,639
522,128,Facebook,170945.56,22256,9177,1390
523,140,Email,84710.17,328163,914,196
524,133,Google Ads,152660.26,249649,23603,1811
525,51,Affiliate,132919.52,142714,11094,3509
526,120,Google Ads,25268.62,310206,12385,1890
527,79,Facebook,223996.94,55844,18087,174
528,84,SMS,179328.6,16599,1901,1575
529,65,Email,72085.04,81616,20683,80
530,145,Google Ads,231202.21,390111,7584,3951
531,6,Instagram,167640.44,244250,2149,1470
532,10,YouTube,117496.76,192020,18015,994
533,1,Email,163224.46,400679,23539,460
534,78,Facebook,80683.39,186268,7516,2466
535,11,YouTube,231381.35,368873,10621,223
536,106,Facebook,147388.73,493959,17910,3719
537,65,Instagram,146301.78,341444,8172,1961
538,142,YouTube,199155.92,127454,19646,668
539,29,YouTube,77020.97,338665,9980,2562
540,64,Instagram,11522.32,161978,16573,2505
541,50,Google Ads,139109.79,361368,23395,3310
542,93,Affiliate,87457.02,139850,15969,786
543,115,Facebook,3891.36,317932,20175,1330
544,103,Facebook,182080.23,279432,4478,1354
545,89,Google Ads,93946.19,92075,7203,1232
546,49,Google Ads,32393.69,371267,20157,3497
547,29,Google Ads,114979.86,286525,17068,1407
548,34,Affiliate,75875.95,38425,13113,974
549,127,YouTube,44888.79,54508,7680,3190
550,10,SMS,177112.46,202734,707,58
551,84,Email,26919.98,145887,5701,4451
552,72,YouTube,90079.48,382374,24557,2687
553,143,Facebook,62761.76,378186,2350,2235
554,55,SMS,244627.05,386939,9483,3425
555,84,Email,124011.89,220010,3709,3629
556,82,Instagram,146208.17,225535,19387,2512
557,63,YouTube,223017.03,329275,494,21
558,126,Google Ads,22540.17,363300,181,104
559,9,Google Ads,118641.71,342549,19097,3802
560,4,Email,47837.24,463498,18553,4737
561,81,Google Ads,235467.58,212455,169,44
562,60,Affiliate,150593.81,34330,23799,1385
563,90,Google Ads,106520.46,488494,4138,3065
564,14,Email,7086.74,409257,21100,2207
565,10,YouTube,2126.94,245574,23164,3918
566,111,Google Ads,185063.3,311037,8929,71
567,121,SMS,24565.94,23830,9533,3809
568,47,Email,200884.76,252543,9587,1744
569,19,Email,9455.85,247390,4451,4119
570,130,SMS,36041.09,490749,8789,3769
571,95,Affiliate,124828.5,323459,22033,1811
572,81,Instagram,113121.54,371714,23959,1556
573,64,Google Ads,203444.13,286517,12050,1783
574,46,Facebook,9064.68,296633,8162,4048
575,135,Affiliate,121026.99,155150,14247,2390
576,87,Facebook,72565.01,178137,10477,4322
577,111,Affiliate,112331.64,395571,11934,4689
578,143,YouTube,121619.62,151671,3043,456
579,120,Instagram,184008.95,333208,20408,1685
580,99,Affiliate,98824.23,239747,19234,4410
581,104,YouTube,192910.62,63858,13752,3534
582,37,Email,136655.46,234727,10247,3359
583,82,Email,114640.48,128625,23130,969
584,36,Email,64531.73,473555,18837,605
585,129,Affiliate,174745.5,340885,24316,2172
586,83,Email,215847.49,357657,21264,1532
587,7,Google Ads,18439.17,147158,8123,1959
588,20,Google Ads,37264.48,334366,14032,4193
589,102,YouTube,72830.63,118998,19657,929
590,127,YouTube,231823.84,99482,18713,4690
591,133,Affiliate,74263.3,121286,14684,4365
592,124,Email,233573.27,477063,15335,1962
593,105,Instagram,159529.17,150898,7726,4352
594,50,YouTube,26580.52,394297,8630,2801
595,115,Google Ads,67275.45,134033,9493,260
596,71,Email,128673.04,312509,1438,655
597,126,Google Ads,104051.81,173943,19297,3767
598,29,Email,212008.47,290022,1978,901
599,109,Instagram,47038.21,112607,8202,3584
600,30,Instagram,181563.26,142902,24883,2690
601,74,YouTube,205592.65,130655,8079,4590
602,19,Google Ads,132002.11,147447,8792,838
603,74,SMS,106526.34,34094,16991,1874
604,108,Email,163880.53,44851,4303,2644
605,138,Email,79461.32,55817,16544,2748
606,82,SMS,62479.74,435929,8770,1980
607,41,Facebook,106544.73,229269,3446,3094
608,119,Instagram,70570.27,490471,525,348
609,36,Affiliate,40166.61,7113,13528,3438
610,118,Google Ads,95776.11,321508,5035,4361
611,116,Instagram,81187.85,394476,16590,1929
612,41,Instagram,102382.43,362342,9561,900
613,96,YouTube,231204.85,74107,4230,564
614,124,SMS,167908.64,227223,4584,3706
615,34,Affiliate,108641.49,173413,12941,1281
616,56,YouTube,205813.78,456667,17301,3855
