ShipmentID,OrderID,Courier,DispatchDate,DeliveryDate,DeliveryStatus
97,97,Ecom Express,2026-04-20,2026-04-27,Delivered
98,98,BlueDart,2026-12-29,2027-01-05,Delivered
99,99,Ecom Express,2024-12-08,2024-12-14,Pending
100,100,BlueDart,2024-11-04,2024-11-06,Pending
101,101,XpressBees,2023-08-10,2023-08-12,Pending
102,102,BlueDart,2024-08-30,2024-09-01,Pending
103,103,Ecom Express,2026-10-13,2026-10-15,Pending
104,104,Delhivery,2023-08-15,2023-08-17,Pending
105,105,XpressBees,2026-03-11,2026-03-13,Pending
106,106,DTDC,2025-12-20,2025-12-22,Pending
107,107,BlueDart,2023-04-21,2023-04-23,Pending
108,108,Ecom Express,2023-09-11,2023-09-13,Pending
109,109,Ecom Express,2025-04-17,2025-04-19,Pending
110,110,Ecom Express,2026-04-27,2026-04-29,Pending
111,111,Delhivery,2026-05-01,2026-05-03,Pending
112,112,Ecom Express,2023-01-09,2023-01-11,Pending
113,113,BlueDart,2026-03-18,2026-03-20,Pending
114,114,Ecom Express,2025-07-09,2025-07-11,Pending
115,115,BlueDart,2025-12-08,2025-12-10,Pending
116,116,DTDC,2026-07-03,2026-07-05,Pending
117,117,BlueDart,2026-07-18,2026-07-20,Pending
118,118,XpressBees,2025-03-18,2025-03-20,Pending
119,119,BlueDart,2024-11-11,2024-11-13,Pending
120,120,DTDC,2026-03-14,2026-03-16,Pending
121,121,XpressBees,2025-06-10,2025-06-12,Pending
122,122,Ecom Express,2025-05-25,2025-05-27,Pending
123,123,XpressBees,2025-02-05,2025-02-07,Pending
124,124,Ecom Express,2026-08-08,2026-08-10,Pending
125,125,Delhivery,2023-12-14,2023-12-16,Pending
126,126,Ecom Express,2026-11-11,2026-11-13,In Transit
127,127,BlueDart,2023-06-08,2023-06-13,Delivered
128,128,Delhivery,2024-08-26,2024-09-02,Delivered
129,129,BlueDart,2024-09-23,2024-09-30,Delivered
130,130,Delhivery,2023-05-28,2023-05-31,In Transit
131,131,BlueDart,2024-06-08,2024-06-13,Delivered
132,132,XpressBees,2023-03-25,2023-03-26,Delivered
133,133,DTDC,2024-03-01,2024-03-05,Delivered
134,134,Ecom Express,2026-12-19,2026-12-24,Delivered
135,135,BlueDart,2025-09-12,2025-09-18,Returned
136,136,BlueDart,2026-04-22,2026-04-29,In Transit
137,137,XpressBees,2024-09-10,2024-09-17,In Transit
138,138,Delhivery,2024-05-08,2024-05-09,Delivered
139,139,Ecom Express,2024-01-04,2024-01-11,Delivered
140,140,BlueDart,2023-05-23,2023-05-24,Delivered
141,141,BlueDart,2026-08-12,2026-08-14,Delivered
142,142,DTDC,2023-02-04,2023-02-11,Delivered
143,143,BlueDart,2026-07-18,2026-07-20,Delivered
144,144,XpressBees,2024-10-19,2024-10-25,Delivered
145,145,Delhivery,2024-09-10,2024-09-16,Delivered
146,146,BlueDart,2024-06-28,2024-06-29,Delivered
147,147,XpressBees,2025-11-04,2025-11-09,In Transit
148,148,DTDC,2023-07-23,2023-07-29,Delivered
149,149,Delhivery,2025-08-07,2025-08-10,Delivered
150,150,XpressBees,2023-04-11,2023-04-16,Delivered
151,151,Ecom Express,2024-08-10,2024-08-12,Delivered
152,152,BlueDart,2023-01-03,2023-01-04,Pending
153,153,DTDC,2023-02-15,2023-02-22,Delivered
154,154,Delhivery,2025-12-04,2025-12-06,Delivered
155,155,DTDC,2026-07-16,2026-07-18,In Transit
156,156,BlueDart,2023-09-22,2023-09-25,Pending
157,157,DTDC,2024-04-19,2024-04-20,In Transit
158,158,BlueDart,2026-04-27,2026-05-02,Delivered
159,159,Ecom Express,2024-12-05,2024-12-08,Delivered
160,160,Ecom Express,2026-12-20,2026-12-21,In Transit
161,161,Delhivery,2023-07-24,2023-07-26,In Transit
162,162,BlueDart,2023-03-10,2023-03-11,Delivered
163,163,Ecom Express,2026-11-13,2026-11-19,Delivered
164,164,Ecom Express,2024-04-15,2024-04-20,Delivered
165,165,BlueDart,2025-02-19,2025-02-26,Delivered
166,166,Delhivery,2025-08-09,2025-08-10,Delivered
167,167,Ecom Express,2024-12-31,2025-01-05,Delivered
168,168,DTDC,2025-09-20,2025-09-21,Returned
169,169,Ecom Express,2023-06-08,2023-06-13,Delivered
170,170,DTDC,2023-08-27,2023-09-01,Delivered
171,171,XpressBees,2025-01-15,2025-01-17,Delivered
172,172,Delhivery,2025-02-20,2025-02-24,Delivered
173,173,Delhivery,2024-05-30,2024-05-31,Delivered
174,174,XpressBees,2026-05-25,2026-06-01,Delivered
175,175,Delhivery,2025-08-19,2025-08-24,Delivered
176,176,BlueDart,2026-06-24,2026-06-30,Pending
177,177,Ecom Express,2024-01-03,2024-01-09,Delivered
178,178,Ecom Express,2025-02-03,2025-02-06,Delivered
179,179,Ecom Express,2023-08-27,2023-08-28,Delivered
180,180,Delhivery,2024-05-20,2024-05-26,Pending
181,181,DTDC,2026-01-24,2026-01-27,Delivered
182,182,BlueDart,2026-02-23,2026-02-26,Delivered
183,183,BlueDart,2026-07-21,2026-07-23,Delivered
184,184,Ecom Express,2025-12-16,2025-12-21,Delivered
185,185,XpressBees,2024-07-17,2024-07-24,Delivered
186,186,DTDC,2026-07-09,2026-07-13,Delivered
187,187,DTDC,2026-08-07,2026-08-11,Delivered
188,188,XpressBees,2025-05-09,2025-05-12,Delivered
189,189,Ecom Express,2026-07-21,2026-07-25,Delivered
190,190,XpressBees,2024-11-26,2024-11-27,Delivered
191,191,DTDC,2024-11-21,2024-11-24,Delivered
192,192,XpressBees,2023-04-20,2023-04-24,Pending
193,193,Ecom Express,2023-03-17,2023-03-18,Delivered
194,194,Ecom Express,2025-03-24,2025-03-27,Pending
195,195,Delhivery,2023-12-08,2023-12-14,Pending
196,196,BlueDart,2026-01-11,2026-01-14,Delivered
197,197,Ecom Express,2025-01-21,2025-01-28,Delivered
198,198,Delhivery,2025-03-17,2025-03-22,Delivered
199,199,XpressBees,2026-04-07,2026-04-08,Delivered
200,200,BlueDart,2023-05-18,2023-05-25,In Transit
201,201,Ecom Express,2026-09-20,2026-09-27,Delivered
202,202,BlueDart,2024-12-29,2024-12-31,In Transit
203,203,Delhivery,2024-05-16,2024-05-22,Delivered
204,204,XpressBees,2026-06-05,2026-06-11,Delivered
205,205,XpressBees,2026-06-07,2026-06-09,Delivered
206,206,BlueDart,2023-05-03,2023-05-05,In Transit
207,207,DTDC,2023-04-15,2023-04-22,Delivered
208,208,Delhivery,2026-12-19,2026-12-24,Delivered
209,209,Delhivery,2024-02-27,2024-02-29,Delivered
210,210,Ecom Express,2024-07-16,2024-07-17,Pending
211,211,Ecom Express,2026-02-09,2026-02-10,Returned
212,212,XpressBees,2025-09-17,2025-09-20,Delivered
213,213,BlueDart,2023-11-06,2023-11-13,In Transit
214,214,XpressBees,2025-10-07,2025-10-11,Delivered
215,215,BlueDart,2024-12-31,2025-01-06,Delivered
216,216,DTDC,2026-08-29,2026-09-02,In Transit
217,217,DTDC,2023-04-17,2023-04-19,In Transit
218,218,BlueDart,2023-06-27,2023-07-04,Pending
219,219,DTDC,2023-05-23,2023-05-27,Delivered
220,220,DTDC,2026-05-12,2026-05-15,Delivered
221,221,DTDC,2023-01-14,2023-01-17,Delivered
222,222,Ecom Express,2026-05-24,2026-05-29,Delivered
223,223,Delhivery,2023-09-05,2023-09-12,Delivered
224,224,Ecom Express,2026-09-05,2026-09-06,Delivered
225,225,BlueDart,2025-10-28,2025-10-30,In Transit
226,226,Ecom Express,2025-09-12,2025-09-16,Delivered
227,227,XpressBees,2025-11-05,2025-11-12,In Transit
228,228,DTDC,2025-12-08,2025-12-09,Delivered
229,229,BlueDart,2026-07-26,2026-07-31,In Transit
230,230,Delhivery,2025-05-15,2025-05-22,Delivered
231,231,DTDC,2026-02-13,2026-02-17,Delivered
232,232,Ecom Express,2025-04-02,2025-04-07,Delivered
233,233,Ecom Express,2026-08-23,2026-08-27,Delivered
234,234,Ecom Express,2024-01-23,2024-01-28,Delivered
235,235,Ecom Express,2023-09-03,2023-09-05,Delivered
236,236,Ecom Express,2023-11-24,2023-12-01,Delivered
237,237,Delhivery,2023-06-08,2023-06-10,Delivered
238,238,XpressBees,2025-02-22,2025-02-23,Delivered
239,239,Delhivery,2025-02-28,2025-03-06,Pending
240,240,XpressBees,2026-03-22,2026-03-27,Delivered
241,241,BlueDart,2025-02-10,2025-02-16,Delivered
242,242,BlueDart,2024-03-29,2024-04-02,Delivered
243,243,Ecom Express,2024-03-08,2024-03-15,Delivered
244,244,DTDC,2026-08-21,2026-08-22,Delivered
245,245,XpressBees,2023-08-10,2023-08-14,In Transit
246,246,XpressBees,2025-02-01,2025-02-05,Pending
247,247,BlueDart,2024-08-19,2024-08-22,Delivered
248,248,DTDC,2025-11-07,2025-11-14,Delivered
249,249,XpressBees,2026-06-26,2026-06-27,In Transit
250,250,Ecom Express,2025-04-27,2025-04-30,Delivered
251,251,DTDC,2026-01-09,2026-01-14,Delivered
252,252,DTDC,2024-02-07,2024-02-13,Pending
253,253,XpressBees,2026-09-04,2026-09-09,Delivered
254,254,Ecom Express,2024-08-23,2024-08-30,Delivered
255,255,Ecom Express,2026-04-09,2026-04-16,Delivered
256,256,BlueDart,2023-11-04,2023-11-06,Delivered
257,257,BlueDart,2023-06-20,2023-06-24,Delivered
258,258,Delhivery,2026-11-04,2026-11-05,Delivered
259,259,Ecom Express,2025-07-10,2025-07-16,Delivered
260,260,BlueDart,2025-01-13,2025-01-20,Delivered
261,261,BlueDart,2023-01-17,2023-01-20,Delivered
262,262,DTDC,2025-09-01,2025-09-07,Pending
263,263,XpressBees,2025-11-03,2025-11-05,Delivered
264,264,BlueDart,2025-08-08,2025-08-12,Delivered
265,265,Delhivery,2025-08-08,2025-08-15,Delivered
266,266,DTDC,2025-10-24,2025-10-30,Delivered
267,267,XpressBees,2025-04-18,2025-04-24,Delivered
268,268,Delhivery,2024-01-31,2024-02-04,Delivered
269,269,DTDC,2025-07-17,2025-07-23,Pending
270,270,Delhivery,2024-09-18,2024-09-20,Delivered
271,271,Delhivery,2025-05-09,2025-05-12,Delivered
272,272,XpressBees,2023-04-30,2023-05-01,Delivered
273,273,DTDC,2023-08-22,2023-08-26,Delivered
274,274,XpressBees,2026-10-10,2026-10-15,In Transit
275,275,DTDC,2023-04-10,2023-04-17,Delivered
276,276,Delhivery,2024-10-03,2024-10-07,Delivered
277,277,DTDC,2025-08-22,2025-08-25,Delivered
278,278,XpressBees,2023-09-14,2023-09-18,Delivered
279,279,Ecom Express,2026-05-21,2026-05-24,Delivered
280,280,Delhivery,2024-10-28,2024-11-03,Pending
281,281,BlueDart,2024-04-08,2024-04-15,Delivered
282,282,XpressBees,2023-02-02,2023-02-08,Delivered
283,283,Ecom Express,2023-10-17,2023-10-22,Delivered
284,284,XpressBees,2024-12-16,2024-12-22,Delivered
285,285,Ecom Express,2026-05-04,2026-05-09,Delivered
286,286,DTDC,2023-07-09,2023-07-10,Pending
287,287,BlueDart,2023-03-24,2023-03-31,Delivered
288,288,Ecom Express,2024-12-03,2024-12-09,Delivered
289,289,DTDC,2023-01-04,2023-01-06,Returned
290,290,BlueDart,2024-11-21,2024-11-22,Pending
291,291,Ecom Express,2024-10-19,2024-10-24,In Transit
292,292,Delhivery,2025-08-06,2025-08-10,Delivered
293,293,DTDC,2026-06-06,2026-06-11,Pending
294,294,BlueDart,2024-01-11,2024-01-14,Delivered
295,295,Delhivery,2024-10-31,2024-11-02,Delivered
296,296,DTDC,2024-09-26,2024-10-01,Delivered
297,297,Delhivery,2024-09-01,2024-09-02,In Transit
298,298,BlueDart,2025-10-09,2025-10-13,Delivered
299,299,DTDC,2024-03-10,2024-03-12,Delivered
300,300,XpressBees,2024-01-07,2024-01-08,Delivered
301,301,Delhivery,2026-09-16,2026-09-22,Delivered
302,302,BlueDart,2025-08-30,2025-09-02,Delivered
303,303,BlueDart,2025-08-03,2025-08-08,Delivered
304,304,BlueDart,2026-09-21,2026-09-27,Delivered
305,305,XpressBees,2024-02-01,2024-02-07,In Transit
306,306,XpressBees,2024-04-20,2024-04-24,Delivered
307,307,DTDC,2024-12-19,2024-12-25,Delivered
308,308,DTDC,2025-05-09,2025-05-14,Delivered
309,309,XpressBees,2024-01-16,2024-01-22,Delivered
310,310,Ecom Express,2025-04-13,2025-04-15,In Transit
311,311,Delhivery,2026-07-08,2026-07-12,Returned
312,312,DTDC,2026-12-15,2026-12-20,Delivered
313,313,DTDC,2025-01-29,2025-02-04,Pending
314,314,XpressBees,2025-06-05,2025-06-11,Pending
315,315,BlueDart,2023-07-05,2023-07-06,Delivered
316,316,XpressBees,2024-02-13,2024-02-15,Delivered
317,317,Delhivery,2025-12-01,2025-12-02,Delivered
318,318,Delhivery,2025-07-11,2025-07-15,Delivered
319,319,DTDC,2024-09-09,2024-09-14,Delivered
320,320,Ecom Express,2025-07-10,2025-07-17,Delivered
321,321,DTDC,2026-05-22,2026-05-27,Delivered
322,322,Delhivery,2026-02-09,2026-02-11,Delivered
323,323,DTDC,2026-04-03,2026-04-08,Delivered
324,324,BlueDart,2024-02-06,2024-02-09,Delivered
325,325,DTDC,2026-03-18,2026-03-21,Delivered
326,326,Delhivery,2024-04-21,2024-04-23,Returned
327,327,Ecom Express,2026-02-07,2026-02-08,Returned
328,328,Delhivery,2026-06-13,2026-06-14,Delivered
329,329,Ecom Express,2023-04-07,2023-04-14,Pending
330,330,Delhivery,2026-11-10,2026-11-17,Delivered
331,331,Ecom Express,2024-05-27,2024-05-30,In Transit
332,332,DTDC,2026-07-31,2026-08-01,Delivered
333,333,DTDC,2023-02-27,2023-03-06,Delivered
334,334,XpressBees,2026-03-01,2026-03-05,Delivered
335,335,BlueDart,2026-09-19,2026-09-21,Delivered
336,336,XpressBees,2024-07-23,2024-07-29,Delivered
337,337,Ecom Express,2023-09-25,2023-09-27,Delivered
338,338,XpressBees,2024-07-12,2024-07-14,Delivered
339,339,Delhivery,2026-10-08,2026-10-10,Delivered
340,340,BlueDart,2024-05-25,2024-05-29,Pending
341,341,DTDC,2023-12-25,2023-12-30,Delivered
342,342,XpressBees,2023-06-14,2023-06-19,Delivered
343,343,Ecom Express,2026-03-07,2026-03-12,Delivered
344,344,XpressBees,2025-03-01,2025-03-03,Pending
345,345,DTDC,2023-01-27,2023-01-30,Delivered
346,346,DTDC,2026-05-04,2026-05-09,In Transit
347,347,Delhivery,2025-10-26,2025-10-27,Delivered
348,348,Ecom Express,2026-06-21,2026-06-23,Delivered
349,349,Ecom Express,2024-12-01,2024-12-03,Pending
350,350,Delhivery,2025-07-11,2025-07-13,Delivered
351,351,Delhivery,2024-04-30,2024-05-06,In Transit
352,352,XpressBees,2023-12-09,2023-12-12,Delivered
353,353,BlueDart,2023-05-08,2023-05-15,Returned
354,354,BlueDart,2024-07-22,2024-07-26,Delivered
355,355,DTDC,2026-11-16,2026-11-17,Pending
356,356,Delhivery,2023-12-19,2023-12-25,Delivered
357,357,XpressBees,2026-01-03,2026-01-08,Delivered
358,358,Ecom Express,2025-11-29,2025-12-02,Pending
359,359,Delhivery,2026-08-22,2026-08-28,Delivered
360,360,Ecom Express,2024-09-13,2024-09-20,Delivered
361,361,XpressBees,2026-10-18,2026-10-24,Delivered
362,362,Delhivery,2025-04-28,2025-05-04,Delivered
363,363,Ecom Express,2026-05-21,2026-05-27,Delivered
364,364,BlueDart,2024-03-20,2024-03-26,Delivered
365,365,XpressBees,2025-12-21,2025-12-27,Delivered
366,366,XpressBees,2024-06-11,2024-06-16,Delivered
367,367,Ecom Express,2026-09-24,2026-09-25,Delivered
368,368,DTDC,2024-03-21,2024-03-24,Delivered
369,369,DTDC,2025-11-06,2025-11-09,Delivered
370,370,Delhivery,2024-07-14,2024-07-16,Delivered
371,371,XpressBees,2025-01-31,2025-02-06,Delivered
372,372,DTDC,2025-01-12,2025-01-13,Delivered
373,373,DTDC,2024-07-28,2024-08-04,Delivered
374,374,BlueDart,2024-06-10,2024-06-17,Delivered
375,375,BlueDart,2023-05-30,2023-06-05,Delivered
376,376,XpressBees,2024-12-07,2024-12-09,Delivered
377,377,XpressBees,2023-05-10,2023-05-12,Delivered
378,378,XpressBees,2026-01-08,2026-01-11,Delivered
379,379,DTDC,2024-04-03,2024-04-06,Delivered
380,380,Ecom Express,2024-10-07,2024-10-12,Delivered
381,381,Ecom Express,2024-11-12,2024-11-15,Delivered
382,382,DTDC,2025-05-12,2025-05-17,Delivered
383,383,Ecom Express,2025-02-05,2025-02-11,Delivered
384,384,Delhivery,2024-08-26,2024-08-27,Delivered
385,385,XpressBees,2023-07-11,2023-07-13,Delivered
386,386,Ecom Express,2023-09-21,2023-09-26,Delivered
387,387,DTDC,2023-08-16,2023-08-19,Delivered
388,388,DTDC,2023-10-06,2023-10-09,Delivered
389,389,DTDC,2025-11-11,2025-11-14,Delivered
390,390,Delhivery,2025-10-18,2025-10-24,Delivered
391,391,BlueDart,2024-06-09,2024-06-10,Delivered
392,392,BlueDart,2024-03-26,2024-03-27,Pending
393,393,Delhivery,2024-07-29,2024-08-01,Delivered
394,394,XpressBees,2023-05-30,2023-06-06,Delivered
395,395,Delhivery,2023-06-27,2023-06-28,Delivered
396,396,BlueDart,2026-08-07,2026-08-10,Delivered
397,397,XpressBees,2025-06-25,2025-07-01,Delivered
398,398,DTDC,2026-12-18,2026-12-25,Returned
399,399,Delhivery,2025-06-29,2025-06-30,Delivered
400,400,DTDC,2026-08-09,2026-08-10,Delivered
401,401,DTDC,2024-07-02,2024-07-06,Returned
402,402,XpressBees,2023-09-01,2023-09-02,Pending
403,403,XpressBees,2024-04-05,2024-04-08,Delivered
404,404,BlueDart,2024-02-24,2024-02-27,Pending
405,405,Ecom Express,2024-06-16,2024-06-17,Delivered
406,406,Delhivery,2023-03-04,2023-03-10,Pending
407,407,DTDC,2023-08-02,2023-08-09,Delivered
408,408,Delhivery,2023-05-16,2023-05-23,Delivered
409,409,DTDC,2024-12-26,2024-12-30,Delivered
410,410,XpressBees,2024-11-29,2024-12-01,In Transit
411,411,XpressBees,2026-10-18,2026-10-24,Delivered
412,412,Ecom Express,2026-08-27,2026-08-29,Delivered
413,413,XpressBees,2023-12-23,2023-12-25,Delivered
414,414,DTDC,2024-04-13,2024-04-20,Delivered
415,415,Ecom Express,2025-12-05,2025-12-11,Delivered
416,416,BlueDart,2023-06-28,2023-06-29,Delivered
417,417,XpressBees,2025-02-12,2025-02-18,Delivered
418,418,BlueDart,2025-08-15,2025-08-18,Delivered
419,419,DTDC,2025-07-23,2025-07-27,Delivered
420,420,DTDC,2023-04-14,2023-04-21,Delivered
421,421,BlueDart,2023-08-26,2023-09-02,Delivered
422,422,DTDC,2025-02-22,2025-02-28,In Transit
423,423,DTDC,2024-09-28,2024-10-01,Delivered
424,424,BlueDart,2025-02-27,2025-03-02,Delivered
425,425,XpressBees,2023-03-26,2023-03-29,Pending
426,426,Ecom Express,2026-08-07,2026-08-09,Delivered
427,427,Ecom Express,2026-12-20,2026-12-24,Delivered
428,428,BlueDart,2023-09-08,2023-09-09,Delivered
429,429,Delhivery,2026-03-04,2026-03-10,Delivered
430,430,Ecom Express,2025-04-26,2025-05-03,Delivered
431,431,XpressBees,2025-02-28,2025-03-03,Pending
432,432,XpressBees,2023-07-16,2023-07-18,Delivered
433,433,BlueDart,2023-03-07,2023-03-11,Delivered
434,434,BlueDart,2024-05-23,2024-05-30,Delivered
435,435,BlueDart,2026-12-01,2026-12-02,Delivered
436,436,BlueDart,2025-03-31,2025-04-06,Delivered
437,437,Ecom Express,2024-09-26,2024-09-28,In Transit
438,438,XpressBees,2026-11-23,2026-11-30,Delivered
439,439,DTDC,2024-04-17,2024-04-21,Delivered
440,440,XpressBees,2024-09-08,2024-09-13,Pending
441,441,Ecom Express,2026-01-06,2026-01-07,Delivered
442,442,DTDC,2026-06-05,2026-06-12,Delivered
443,443,DTDC,2025-02-03,2025-02-05,Delivered
444,444,XpressBees,2025-05-19,2025-05-25,Pending
445,445,Delhivery,2023-04-19,2023-04-26,Delivered
446,446,XpressBees,2024-11-11,2024-11-12,Delivered
447,447,BlueDart,2023-10-17,2023-10-20,Delivered
448,448,BlueDart,2023-04-09,2023-04-14,Delivered
449,449,XpressBees,2024-05-16,2024-05-21,Delivered
450,450,Ecom Express,2023-12-18,2023-12-19,Delivered
451,451,BlueDart,2024-07-16,2024-07-20,Delivered
452,452,XpressBees,2024-12-07,2024-12-09,Delivered
453,453,Ecom Express,2024-11-03,2024-11-10,Delivered
454,454,XpressBees,2024-07-30,2024-08-05,Pending
455,455,BlueDart,2026-04-04,2026-04-07,Pending
456,456,DTDC,2026-07-01,2026-07-07,Delivered
457,457,Ecom Express,2026-12-09,2026-12-13,Delivered
458,458,DTDC,2026-08-25,2026-08-31,Returned
459,459,DTDC,2026-02-09,2026-02-16,Delivered
460,460,XpressBees,2026-12-06,2026-12-08,Pending
461,461,DTDC,2026-07-08,2026-07-12,Pending
462,462,DTDC,2025-12-26,2026-01-01,Returned
463,463,Delhivery,2025-11-03,2025-11-10,Delivered
464,464,Ecom Express,2026-08-22,2026-08-26,Delivered
465,465,BlueDart,2026-05-21,2026-05-23,Delivered
466,466,BlueDart,2023-08-31,2023-09-07,Delivered
467,467,XpressBees,2023-06-06,2023-06-13,Delivered
468,468,Ecom Express,2024-10-06,2024-10-08,Pending
469,469,Ecom Express,2023-05-26,2023-05-30,In Transit
470,470,BlueDart,2026-04-07,2026-04-14,Delivered
471,471,XpressBees,2026-06-03,2026-06-08,Delivered
472,472,Delhivery,2026-09-21,2026-09-25,Pending
473,473,Delhivery,2026-03-16,2026-03-21,Returned
474,474,Ecom Express,2023-01-11,2023-01-14,Delivered
475,475,BlueDart,2024-02-06,2024-02-08,Delivered
476,476,BlueDart,2024-10-28,2024-11-03,Pending
477,477,DTDC,2026-06-16,2026-06-21,Delivered
478,478,Ecom Express,2024-04-19,2024-04-23,In Transit
479,479,BlueDart,2024-11-04,2024-11-11,Delivered
480,480,Delhivery,2026-03-06,2026-03-08,Delivered
481,481,BlueDart,2024-09-09,2024-09-11,Delivered
482,482,BlueDart,2023-11-21,2023-11-24,In Transit
483,483,DTDC,2026-01-14,2026-01-21,Delivered
484,484,XpressBees,2023-01-06,2023-01-07,Delivered
485,485,Delhivery,2026-01-15,2026-01-21,Delivered
486,486,Ecom Express,2024-10-19,2024-10-25,Delivered
487,487,Delhivery,2025-08-05,2025-08-08,Pending
488,488,Delhivery,2024-11-01,2024-11-02,In Transit
489,489,Ecom Express,2024-05-15,2024-05-20,Delivered
